asin,date,priceNew,category
B081TB2SZ1,2022/01/14,248.95,Desktop-PCs
B081TB2SZ1,2022/01/15,248.85,Desktop-PCs
B081TB2SZ1,2022/01/17,249,Desktop-PCs
B081TB2SZ1,2022/01/25,248.99,Desktop-PCs
B081TB2SZ1,2022/01/27,247.9,Desktop-PCs
B081TB2SZ1,2022/01/28,247.04,Desktop-PCs
B081TB2SZ1,2022/01/29,247.9,Desktop-PCs
B081TB2SZ1,2022/01/30,246.76,Desktop-PCs
B081TB2SZ1,2022/01/31,247.69,Desktop-PCs
B081TB2SZ1,2022/02/01,247.85,Desktop-PCs
B081TB2SZ1,2022/02/02,248.1,Desktop-PCs
B081TB2SZ1,2022/02/03,246.99,Desktop-PCs
B081TB2SZ1,2022/02/04,247.12,Desktop-PCs
B081TB2SZ1,2022/02/05,247.16,Desktop-PCs
B081TB2SZ1,2022/02/06,247.13,Desktop-PCs
B081TB2SZ1,2022/02/07,247.05,Desktop-PCs
B081TB2SZ1,2022/02/08,247.64,Desktop-PCs
B081TB2SZ1,2022/02/09,247.71,Desktop-PCs
B081TB2SZ1,2022/02/10,247.5,Desktop-PCs
B081TB2SZ1,2022/02/11,267,Desktop-PCs
B081TB2SZ1,2022/02/14,262,Desktop-PCs
B081TB2SZ1,2022/02/15,252.91,Desktop-PCs
B081TB2SZ1,2022/02/16,253.36,Desktop-PCs
B081TB2SZ1,2022/02/17,253.86,Desktop-PCs
B081TB2SZ1,2022/02/18,252.93,Desktop-PCs
B081TB2SZ1,2022/02/19,253.98,Desktop-PCs
B081TB2SZ1,2022/02/20,253.47,Desktop-PCs
B081TB2SZ1,2022/02/22,239.99,Desktop-PCs
B081TB2SZ1,2022/02/24,242.87,Desktop-PCs
B081TB2SZ1,2022/02/25,244.34,Desktop-PCs
B081TB2SZ1,2022/02/26,242.87,Desktop-PCs
B081TB2SZ1,2022/02/27,240.45,Desktop-PCs
B081TB2SZ1,2022/02/28,242.8,Desktop-PCs
B081TB2SZ1,2022/03/01,244,Desktop-PCs
B081TB2SZ1,2022/03/02,243.51,Desktop-PCs
B081TB2SZ1,2022/03/03,241.08,Desktop-PCs
B081TB2SZ1,2022/03/04,243.51,Desktop-PCs
B081TB2SZ1,2022/03/05,241.56,Desktop-PCs
B081TB2SZ1,2022/03/06,243.01,Desktop-PCs
B081TB2SZ1,2022/03/07,242.03,Desktop-PCs
B081TB2SZ1,2022/03/08,242.5,Desktop-PCs
B081TB2SZ1,2022/03/09,240.52,Desktop-PCs
B081TB2SZ1,2022/03/10,240.02,Desktop-PCs
B081TB2SZ1,2022/03/11,239.02,Desktop-PCs
B081TB2SZ1,2022/03/13,241.35,Desktop-PCs
B081TB2SZ1,2022/03/14,242.31,Desktop-PCs
B081TB2SZ1,2022/03/15,242.77,Desktop-PCs
B081TB2SZ1,2022/03/16,242.22,Desktop-PCs
B081TB2SZ1,2022/03/17,240.75,Desktop-PCs
B081TB2SZ1,2022/03/23,237,Desktop-PCs
B081TB2SZ1,2022/03/24,236.99,Desktop-PCs
B081TB2SZ1,2022/03/25,237,Desktop-PCs
B081TB2SZ1,2022/03/29,231.36,Desktop-PCs
B081TB2SZ1,2022/03/30,231.21,Desktop-PCs
B081TB2SZ1,2022/03/31,230.34,Desktop-PCs
B081TB2SZ1,2022/04/01,230.24,Desktop-PCs
B081TB2SZ1,2022/04/02,230.45,Desktop-PCs
B081TB2SZ1,2022/04/03,230.02,Desktop-PCs
B081TB2SZ1,2022/04/04,231.69,Desktop-PCs
B081TB2SZ1,2022/04/05,236.99,Desktop-PCs
B081TB2SZ1,2022/04/06,237,Desktop-PCs
B081TB2SZ1,2022/04/07,230.91,Desktop-PCs
B081TB2SZ1,2022/04/08,231.26,Desktop-PCs
B081TB2SZ1,2022/04/09,230.25,Desktop-PCs
B081TB2SZ1,2022/04/12,213.18,Desktop-PCs
B081TB2SZ1,2022/04/13,213.17,Desktop-PCs
B081TB2SZ1,2022/04/16,249,Desktop-PCs
B081TB2SZ1,2022/04/19,213.17,Desktop-PCs
B081TB2SZ1,2022/04/24,228.72,Desktop-PCs
B081TB2SZ1,2022/04/25,213.17,Desktop-PCs
B081TB2SZ1,2022/04/29,226.55,Desktop-PCs
B081TB2SZ1,2022/04/30,224.73,Desktop-PCs
B081TB2SZ1,2022/05/01,228.56,Desktop-PCs
B081TB2SZ1,2022/05/02,228.97,Desktop-PCs
B081TB2SZ1,2022/05/03,228.45,Desktop-PCs
B081TB2SZ1,2022/05/04,226.9,Desktop-PCs
B081TB2SZ1,2022/05/05,226.88,Desktop-PCs
B081TB2SZ1,2022/05/06,225.47,Desktop-PCs
B081TB2SZ1,2022/05/07,225.9,Desktop-PCs
B081TB2SZ1,2022/06/03,209,Desktop-PCs
B081TB2SZ1,2022/06/05,208.98,Desktop-PCs
B081TB2SZ1,2022/06/12,208.99,Desktop-PCs
B081TB2SZ1,2022/06/15,208.98,Desktop-PCs
B081TB2SZ1,2022/06/21,209,Desktop-PCs
B081TB2SZ1,2022/06/23,208.99,Desktop-PCs
B081TB2SZ1,2022/06/30,208.98,Desktop-PCs
B081TB2SZ1,2022/07/01,208.99,Desktop-PCs
B081TB2SZ1,2022/07/07,174,Desktop-PCs
B081TB2SZ1,2022/07/13,209,Desktop-PCs
B081TB2SZ1,2022/07/14,174,Desktop-PCs
B081TB2SZ1,2022/07/15,209,Desktop-PCs
B081TB2SZ1,2022/08/13,174,Desktop-PCs
B081TB2SZ1,2022/09/18,209.99,Desktop-PCs
B081TB2SZ1,2022/09/23,199,Desktop-PCs
B081TB2SZ1,2022/09/29,226,Desktop-PCs
B081TB2SZ1,2022/10/04,199,Desktop-PCs
B081TB2SZ1,2022/10/05,174,Desktop-PCs
B081TB2SZ1,2022/10/29,184.03,Desktop-PCs
B081TB2SZ1,2022/10/30,182.04,Desktop-PCs
B081TB2SZ1,2022/10/31,194.61,Desktop-PCs
B081TB2SZ1,2022/11/01,194.32,Desktop-PCs
B081TB2SZ1,2022/11/02,191.53,Desktop-PCs
B081TB2SZ1,2022/11/03,189,Desktop-PCs
B081TB2SZ1,2022/11/05,189.01,Desktop-PCs
B081TB2SZ1,2022/11/09,188.1,Desktop-PCs
B081TB2SZ1,2022/11/10,199,Desktop-PCs
B081TB2SZ1,2022/11/14,196.9,Desktop-PCs
B081TB2SZ1,2022/11/22,183.01,Desktop-PCs
B081TB2SZ1,2022/11/23,193,Desktop-PCs
B081TB2SZ1,2022/11/24,193.01,Desktop-PCs
B081TB2SZ1,2022/11/30,189,Desktop-PCs
B081TB2SZ1,2022/12/01,189.01,Desktop-PCs
B081TB2SZ1,2022/12/07,189,Desktop-PCs
B081TB2SZ1,2022/12/08,195.01,Desktop-PCs
B081TB2SZ1,2022/12/11,189.01,Desktop-PCs
B081TB2SZ1,2022/12/16,178.99,Desktop-PCs
B081TB2SZ1,2022/12/17,178,Desktop-PCs
B081TB2SZ1,2022/12/19,178.01,Desktop-PCs
B081TB2SZ1,2022/12/20,178,Desktop-PCs
B081TB2SZ1,2022/12/21,178.36,Desktop-PCs
B081TB2SZ1,2022/12/22,187.16,Desktop-PCs
B081TB2SZ1,2022/12/28,196.4,Desktop-PCs
B081TB2SZ1,2022/12/29,178,Desktop-PCs
B082VVHXK6,2022/01/03,149.59,Desktop-PCs
B082VVHXK6,2022/01/10,175.99,Desktop-PCs
B082VVHXK6,2022/02/07,149.59,Desktop-PCs
B082VVHXK6,2022/02/14,175.99,Desktop-PCs
B082VVHXK6,2022/02/28,149.59,Desktop-PCs
B082VVHXK6,2022/03/07,175.99,Desktop-PCs
B082VVHXK6,2022/03/21,149.59,Desktop-PCs
B082VVHXK6,2022/03/28,175.99,Desktop-PCs
B082VVHXK6,2022/04/17,149.59,Desktop-PCs
B082VVHXK6,2022/04/24,175.99,Desktop-PCs
B082VVHXK6,2022/05/02,149.59,Desktop-PCs
B082VVHXK6,2022/05/08,175.99,Desktop-PCs
B082VVHXK6,2022/05/16,149.59,Desktop-PCs
B082VVHXK6,2022/05/22,175.99,Desktop-PCs
B082VVHXK6,2022/05/23,164.99,Desktop-PCs
B082VVHXK6,2022/05/29,140.24,Desktop-PCs
B082VVHXK6,2022/06/06,164.99,Desktop-PCs
B082VVHXK6,2022/06/13,140.24,Desktop-PCs
B082VVHXK6,2022/06/19,164.99,Desktop-PCs
B082VVHXK6,2022/06/27,140.24,Desktop-PCs
B082VVHXK6,2022/07/04,164.99,Desktop-PCs
B082VVHXK6,2022/08/22,140.24,Desktop-PCs
B082VVHXK6,2022/09/06,164.99,Desktop-PCs
B082VVHXK6,2022/09/12,140.24,Desktop-PCs
B082VVHXK6,2022/09/19,164.99,Desktop-PCs
B082VVHXK6,2022/09/25,140.24,Desktop-PCs
B082VVHXK6,2022/10/03,164.99,Desktop-PCs
B082VVHXK6,2022/10/26,159.99,Desktop-PCs
B082VVHXK6,2022/10/31,136.73,Desktop-PCs
B082VVHXK6,2022/11/06,159.99,Desktop-PCs
B082VVHXK6,2022/12/12,139.19,Desktop-PCs
B082VVHXK6,2022/12/19,159.99,Desktop-PCs
B082VVHXK6,2022/12/26,139.19,Desktop-PCs
B0854LM164,2022/01/01,199,Desktop-PCs
B0854LM164,2022/01/02,198.99,Desktop-PCs
B0854LM164,2022/01/04,199,Desktop-PCs
B0854LM164,2022/01/05,198.99,Desktop-PCs
B0854LM164,2022/01/09,199,Desktop-PCs
B0854LM164,2022/01/13,198.96,Desktop-PCs
B0854LM164,2022/01/14,198.88,Desktop-PCs
B0854LM164,2022/01/15,198.82,Desktop-PCs
B0854LM164,2022/01/16,198.76,Desktop-PCs
B0854LM164,2022/01/17,199,Desktop-PCs
B0854LM164,2022/01/24,198.99,Desktop-PCs
B0854LM164,2022/01/30,199,Desktop-PCs
B0854LM164,2022/01/31,198.99,Desktop-PCs
B0854LM164,2022/02/02,198.96,Desktop-PCs
B0854LM164,2022/02/03,198.99,Desktop-PCs
B0854LM164,2022/02/05,199,Desktop-PCs
B0854LM164,2022/02/06,198.99,Desktop-PCs
B0854LM164,2022/02/07,199,Desktop-PCs
B0854LM164,2022/02/08,198.99,Desktop-PCs
B0854LM164,2022/02/09,199,Desktop-PCs
B0854LM164,2022/02/11,198.98,Desktop-PCs
B0854LM164,2022/02/13,198.99,Desktop-PCs
B0854LM164,2022/02/15,199,Desktop-PCs
B0854LM164,2022/02/21,198.99,Desktop-PCs
B0854LM164,2022/02/27,198.98,Desktop-PCs
B0854LM164,2022/03/01,199,Desktop-PCs
B0854LM164,2022/03/06,198.47,Desktop-PCs
B0854LM164,2022/03/09,198.46,Desktop-PCs
B0854LM164,2022/03/11,198.48,Desktop-PCs
B0854LM164,2022/03/13,198.46,Desktop-PCs
B0854LM164,2022/03/25,189.97,Desktop-PCs
B0854LM164,2022/03/26,188.99,Desktop-PCs
B0854LM164,2022/03/27,188.23,Desktop-PCs
B0854LM164,2022/03/28,184.99,Desktop-PCs
B0854LM164,2022/03/29,189.22,Desktop-PCs
B0854LM164,2022/03/30,178.99,Desktop-PCs
B0854LM164,2022/03/31,180.75,Desktop-PCs
B0854LM164,2022/04/01,196.5,Desktop-PCs
B0854LM164,2022/04/02,196.46,Desktop-PCs
B0854LM164,2022/04/03,196.37,Desktop-PCs
B0854LM164,2022/04/04,196.71,Desktop-PCs
B0854LM164,2022/04/05,196.65,Desktop-PCs
B0854LM164,2022/04/07,196.62,Desktop-PCs
B0854LM164,2022/04/08,196.9,Desktop-PCs
B0854LM164,2022/04/09,196.86,Desktop-PCs
B0854LM164,2022/04/10,197.09,Desktop-PCs
B0854LM164,2022/04/11,197.06,Desktop-PCs
B0854LM164,2022/04/12,197.38,Desktop-PCs
B0854LM164,2022/04/13,196.58,Desktop-PCs
B0854LM164,2022/04/14,196.81,Desktop-PCs
B0854LM164,2022/04/15,196.8,Desktop-PCs
B0854LM164,2022/04/16,197.15,Desktop-PCs
B0854LM164,2022/04/17,197.1,Desktop-PCs
B0854LM164,2022/04/18,197.03,Desktop-PCs
B0854LM164,2022/04/19,197.02,Desktop-PCs
B0854LM164,2022/04/20,196.52,Desktop-PCs
B0854LM164,2022/04/21,196.45,Desktop-PCs
B0854LM164,2022/04/22,196.79,Desktop-PCs
B0854LM164,2022/04/23,196.76,Desktop-PCs
B0854LM164,2022/04/24,197.1,Desktop-PCs
B0854LM164,2022/04/25,196.68,Desktop-PCs
B0854LM164,2022/04/27,174.81,Desktop-PCs
B0854LM164,2022/04/28,174.01,Desktop-PCs
B0854LM164,2022/04/29,174,Desktop-PCs
B0854LM164,2022/04/30,179.58,Desktop-PCs
B0854LM164,2022/05/02,174.34,Desktop-PCs
B0854LM164,2022/05/03,196.84,Desktop-PCs
B0854LM164,2022/05/04,196.36,Desktop-PCs
B0854LM164,2022/05/05,197.08,Desktop-PCs
B0854LM164,2022/05/07,197.03,Desktop-PCs
B0854LM164,2022/05/08,196.96,Desktop-PCs
B0854LM164,2022/05/09,196.92,Desktop-PCs
B0854LM164,2022/05/10,174.28,Desktop-PCs
B0854LM164,2022/05/11,174,Desktop-PCs
B0854LM164,2022/05/12,173.82,Desktop-PCs
B0854LM164,2022/05/13,169.83,Desktop-PCs
B0854LM164,2022/05/14,168.13,Desktop-PCs
B0854LM164,2022/05/15,167,Desktop-PCs
B0854LM164,2022/05/16,168.99,Desktop-PCs
B0854LM164,2022/05/17,169,Desktop-PCs
B0854LM164,2022/05/18,196.82,Desktop-PCs
B0854LM164,2022/05/19,197.05,Desktop-PCs
B0854LM164,2022/05/20,196.56,Desktop-PCs
B0854LM164,2022/05/21,196.9,Desktop-PCs
B0854LM164,2022/05/22,193.99,Desktop-PCs
B0854LM164,2022/05/27,194,Desktop-PCs
B0854LM164,2022/05/28,169,Desktop-PCs
B0854LM164,2022/05/30,168.83,Desktop-PCs
B0854LM164,2022/05/31,164.33,Desktop-PCs
B0854LM164,2022/06/01,163.99,Desktop-PCs
B0854LM164,2022/06/02,164,Desktop-PCs
B0854LM164,2022/06/03,194,Desktop-PCs
B0854LM164,2022/06/07,193.98,Desktop-PCs
B0854LM164,2022/06/10,194,Desktop-PCs
B0854LM164,2022/06/11,164,Desktop-PCs
B0854LM164,2022/06/12,163.99,Desktop-PCs
B0854LM164,2022/06/13,164,Desktop-PCs
B0854LM164,2022/06/14,161.33,Desktop-PCs
B0854LM164,2022/06/15,162,Desktop-PCs
B0854LM164,2022/06/16,190,Desktop-PCs
B0854LM164,2022/06/17,163.62,Desktop-PCs
B0854LM164,2022/06/18,167.99,Desktop-PCs
B0854LM164,2022/06/19,190,Desktop-PCs
B0854LM164,2022/06/21,159,Desktop-PCs
B0854LM164,2022/06/27,157.4,Desktop-PCs
B0854LM164,2022/06/28,158.31,Desktop-PCs
B0854LM164,2022/07/01,156.17,Desktop-PCs
B0854LM164,2022/07/02,151.11,Desktop-PCs
B0854LM164,2022/07/03,155.65,Desktop-PCs
B0854LM164,2022/07/04,155.71,Desktop-PCs
B0854LM164,2022/07/05,152.54,Desktop-PCs
B0854LM164,2022/07/06,153.65,Desktop-PCs
B0854LM164,2022/07/07,157.67,Desktop-PCs
B0854LM164,2022/07/08,158.29,Desktop-PCs
B0854LM164,2022/07/09,157.92,Desktop-PCs
B0854LM164,2022/07/10,157.86,Desktop-PCs
B0854LM164,2022/07/11,157.79,Desktop-PCs
B0854LM164,2022/07/12,157.76,Desktop-PCs
B0854LM164,2022/07/13,163.36,Desktop-PCs
B0854LM164,2022/07/14,157.7,Desktop-PCs
B0854LM164,2022/07/15,179,Desktop-PCs
B0854LM164,2022/07/17,160.06,Desktop-PCs
B0854LM164,2022/07/18,163.76,Desktop-PCs
B0854LM164,2022/07/19,178.64,Desktop-PCs
B0854LM164,2022/07/20,190,Desktop-PCs
B0854LM164,2022/07/21,157.72,Desktop-PCs
B0854LM164,2022/07/22,158.34,Desktop-PCs
B0854LM164,2022/07/23,158,Desktop-PCs
B0854LM164,2022/07/24,158.27,Desktop-PCs
B0854LM164,2022/07/25,157.91,Desktop-PCs
B0854LM164,2022/07/26,158.2,Desktop-PCs
B0854LM164,2022/07/27,158.14,Desktop-PCs
B0854LM164,2022/07/28,158.01,Desktop-PCs
B0854LM164,2022/07/29,158.27,Desktop-PCs
B0854LM164,2022/07/30,158.52,Desktop-PCs
B0854LM164,2022/07/31,158.44,Desktop-PCs
B0854LM164,2022/08/01,158.08,Desktop-PCs
B0854LM164,2022/08/02,158.02,Desktop-PCs
B0854LM164,2022/08/03,157.95,Desktop-PCs
B0854LM164,2022/08/04,145.26,Desktop-PCs
B0854LM164,2022/08/05,143.79,Desktop-PCs
B0854LM164,2022/08/06,147.15,Desktop-PCs
B0854LM164,2022/08/07,145.66,Desktop-PCs
B0854LM164,2022/08/08,145.85,Desktop-PCs
B0854LM164,2022/08/09,138.68,Desktop-PCs
B0854LM164,2022/08/10,138.37,Desktop-PCs
B0854LM164,2022/08/11,138.34,Desktop-PCs
B0854LM164,2022/08/12,158.29,Desktop-PCs
B0854LM164,2022/08/13,158.21,Desktop-PCs
B0854LM164,2022/08/14,158.17,Desktop-PCs
B0854LM164,2022/08/15,158.14,Desktop-PCs
B0854LM164,2022/08/16,139.9,Desktop-PCs
B0854LM164,2022/08/17,144.42,Desktop-PCs
B0854LM164,2022/08/18,154,Desktop-PCs
B0854LM164,2022/08/19,139.9,Desktop-PCs
B0854LM164,2022/08/20,140,Desktop-PCs
B0854LM164,2022/08/21,139.9,Desktop-PCs
B0854LM164,2022/08/31,144,Desktop-PCs
B0854LM164,2022/09/17,126.76,Desktop-PCs
B0854LM164,2022/09/18,139.33,Desktop-PCs
B0854LM164,2022/09/19,144,Desktop-PCs
B0854LM164,2022/09/20,141.79,Desktop-PCs
B0854LM164,2022/09/25,148.05,Desktop-PCs
B0854LM164,2022/09/26,148.92,Desktop-PCs
B0854LM164,2022/09/27,151.39,Desktop-PCs
B0854LM164,2022/09/28,147.76,Desktop-PCs
B0854LM164,2022/09/29,146.36,Desktop-PCs
B0854LM164,2022/10/01,146,Desktop-PCs
B0854LM164,2022/10/03,146.01,Desktop-PCs
B0854LM164,2022/10/04,146,Desktop-PCs
B0854LM164,2022/10/05,149.01,Desktop-PCs
B0854LM164,2022/10/06,145.25,Desktop-PCs
B0854LM164,2022/10/09,144.13,Desktop-PCs
B0854LM164,2022/10/10,139,Desktop-PCs
B0854LM164,2022/10/12,140.1,Desktop-PCs
B0854LM164,2022/10/13,139,Desktop-PCs
B0854LM164,2022/10/14,139.81,Desktop-PCs
B0854LM164,2022/10/18,139.24,Desktop-PCs
B0854LM164,2022/10/19,133,Desktop-PCs
B0854LM164,2022/10/20,133.69,Desktop-PCs
B0854LM164,2022/10/21,133,Desktop-PCs
B0854LM164,2022/10/25,132.37,Desktop-PCs
B0854LM164,2022/10/26,132.1,Desktop-PCs
B0854LM164,2022/10/27,131.6,Desktop-PCs
B0854LM164,2022/10/28,132,Desktop-PCs
B0854LM164,2022/10/29,139.41,Desktop-PCs
B0854LM164,2022/10/30,129,Desktop-PCs
B0854LM164,2022/10/31,179,Desktop-PCs
B0854LM164,2022/11/02,129.01,Desktop-PCs
B0854LM164,2022/11/03,135.77,Desktop-PCs
B0854LM164,2022/11/04,149,Desktop-PCs
B0854LM164,2022/11/05,144.01,Desktop-PCs
B0854LM164,2022/11/06,149,Desktop-PCs
B0854LM164,2022/11/07,131.87,Desktop-PCs
B0854LM164,2022/11/08,133.91,Desktop-PCs
B0854LM164,2022/11/09,127.74,Desktop-PCs
B0854LM164,2022/11/10,128,Desktop-PCs
B0854LM164,2022/11/11,127.87,Desktop-PCs
B0854LM164,2022/11/12,127.74,Desktop-PCs
B0854LM164,2022/11/14,134.01,Desktop-PCs
B0854LM164,2022/11/15,137,Desktop-PCs
B0854LM164,2022/11/16,139.01,Desktop-PCs
B0854LM164,2022/11/17,135.55,Desktop-PCs
B0854LM164,2022/11/18,139,Desktop-PCs
B0854LM164,2022/11/19,143.27,Desktop-PCs
B0854LM164,2022/11/21,135.9,Desktop-PCs
B0854LM164,2022/11/22,138.84,Desktop-PCs
B0854LM164,2022/11/23,129,Desktop-PCs
B0854LM164,2022/11/24,127.11,Desktop-PCs
B0854LM164,2022/11/25,127.64,Desktop-PCs
B0854LM164,2022/11/26,128,Desktop-PCs
B0854LM164,2022/11/27,135.96,Desktop-PCs
B0854LM164,2022/11/28,159,Desktop-PCs
B0854LM164,2022/11/30,135.96,Desktop-PCs
B0854LM164,2022/12/01,131.83,Desktop-PCs
B0854LM164,2022/12/02,130.57,Desktop-PCs
B0854LM164,2022/12/03,133.59,Desktop-PCs
B0854LM164,2022/12/04,128.03,Desktop-PCs
B0854LM164,2022/12/05,128.01,Desktop-PCs
B0854LM164,2022/12/06,130.28,Desktop-PCs
B0854LM164,2022/12/07,128.79,Desktop-PCs
B0854LM164,2022/12/08,136.63,Desktop-PCs
B0854LM164,2022/12/09,136.7,Desktop-PCs
B0854LM164,2022/12/10,134.01,Desktop-PCs
B0854LM164,2022/12/11,151.31,Desktop-PCs
B0854LM164,2022/12/13,132.44,Desktop-PCs
B0854LM164,2022/12/14,134,Desktop-PCs
B0854LM164,2022/12/15,128.59,Desktop-PCs
B0854LM164,2022/12/16,129.03,Desktop-PCs
B0854LM164,2022/12/17,128,Desktop-PCs
B0854LM164,2022/12/18,126,Desktop-PCs
B0854LM164,2022/12/19,128,Desktop-PCs
B0854LM164,2022/12/20,123.99,Desktop-PCs
B0854LM164,2022/12/22,123,Desktop-PCs
B0854LM164,2022/12/23,124,Desktop-PCs
B0854LM164,2022/12/24,123.99,Desktop-PCs
B0854LM164,2022/12/25,124,Desktop-PCs
B0854LM164,2022/12/26,123.01,Desktop-PCs
B0854LM164,2022/12/27,123,Desktop-PCs
B0854LM164,2022/12/28,124,Desktop-PCs
B0854LM164,2022/12/29,123.58,Desktop-PCs
B0854LM164,2022/12/30,123.61,Desktop-PCs
B0854LM164,2022/12/31,123.99,Desktop-PCs
B0859KTJLC,2022/01/01,207.02,Desktop-PCs
B0859KTJLC,2022/01/02,206.78,Desktop-PCs
B0859KTJLC,2022/01/03,206.52,Desktop-PCs
B0859KTJLC,2022/01/04,223.83,Desktop-PCs
B0859KTJLC,2022/01/12,206.41,Desktop-PCs
B0859KTJLC,2022/01/13,206.32,Desktop-PCs
B0859KTJLC,2022/01/14,206.28,Desktop-PCs
B0859KTJLC,2022/01/15,206.22,Desktop-PCs
B0859KTJLC,2022/01/16,206.18,Desktop-PCs
B0859KTJLC,2022/01/17,218.7,Desktop-PCs
B0859KTJLC,2022/01/19,216,Desktop-PCs
B0859KTJLC,2022/01/20,212,Desktop-PCs
B0859KTJLC,2022/01/23,216,Desktop-PCs
B0859KTJLC,2022/01/24,208.15,Desktop-PCs
B0859KTJLC,2022/01/25,207.16,Desktop-PCs
B0859KTJLC,2022/01/26,206.98,Desktop-PCs
B0859KTJLC,2022/01/27,206.94,Desktop-PCs
B0859KTJLC,2022/01/28,202.26,Desktop-PCs
B0859KTJLC,2022/01/29,202.36,Desktop-PCs
B0859KTJLC,2022/01/30,202.57,Desktop-PCs
B0859KTJLC,2022/01/31,202.23,Desktop-PCs
B0859KTJLC,2022/02/01,202.94,Desktop-PCs
B0859KTJLC,2022/02/02,202.65,Desktop-PCs
B0859KTJLC,2022/02/03,202.86,Desktop-PCs
B0859KTJLC,2022/02/04,202.68,Desktop-PCs
B0859KTJLC,2022/02/05,198.83,Desktop-PCs
B0859KTJLC,2022/02/06,199.03,Desktop-PCs
B0859KTJLC,2022/02/07,198.52,Desktop-PCs
B0859KTJLC,2022/02/08,217,Desktop-PCs
B0859KTJLC,2022/02/09,218.7,Desktop-PCs
B0859KTJLC,2022/02/10,199.26,Desktop-PCs
B0859KTJLC,2022/02/11,213.55,Desktop-PCs
B0859KTJLC,2022/02/12,213.44,Desktop-PCs
B0859KTJLC,2022/02/13,212,Desktop-PCs
B0859KTJLC,2022/02/14,213.26,Desktop-PCs
B0859KTJLC,2022/02/15,213.5,Desktop-PCs
B0859KTJLC,2022/02/16,213.36,Desktop-PCs
B0859KTJLC,2022/02/17,212.83,Desktop-PCs
B0859KTJLC,2022/02/18,213.56,Desktop-PCs
B0859KTJLC,2022/02/21,218.7,Desktop-PCs
B0859KTJLC,2022/02/24,198.55,Desktop-PCs
B0859KTJLC,2022/02/25,199,Desktop-PCs
B0859KTJLC,2022/03/08,198.99,Desktop-PCs
B0859KTJLC,2022/03/09,198.18,Desktop-PCs
B0859KTJLC,2022/03/14,217,Desktop-PCs
B0859KTJLC,2022/03/16,197.72,Desktop-PCs
B0859KTJLC,2022/03/17,199,Desktop-PCs
B0859KTJLC,2022/03/21,198.99,Desktop-PCs
B0859KTJLC,2022/03/23,199,Desktop-PCs
B0859KTJLC,2022/03/24,198.99,Desktop-PCs
B0859KTJLC,2022/03/25,198.78,Desktop-PCs
B0859KTJLC,2022/03/26,198.2,Desktop-PCs
B0859KTJLC,2022/03/27,198.04,Desktop-PCs
B0859KTJLC,2022/03/28,197.73,Desktop-PCs
B0859KTJLC,2022/03/29,198.05,Desktop-PCs
B0859KTJLC,2022/03/30,191.71,Desktop-PCs
B0859KTJLC,2022/03/31,191.65,Desktop-PCs
B0859KTJLC,2022/04/01,191.23,Desktop-PCs
B0859KTJLC,2022/04/02,191.95,Desktop-PCs
B0859KTJLC,2022/04/03,191.76,Desktop-PCs
B0859KTJLC,2022/04/04,192.09,Desktop-PCs
B0859KTJLC,2022/04/05,191.69,Desktop-PCs
B0859KTJLC,2022/04/06,192,Desktop-PCs
B0859KTJLC,2022/04/07,192.22,Desktop-PCs
B0859KTJLC,2022/04/08,191.27,Desktop-PCs
B0859KTJLC,2022/04/09,191.26,Desktop-PCs
B0859KTJLC,2022/04/10,191.66,Desktop-PCs
B0859KTJLC,2022/04/11,191.67,Desktop-PCs
B0859KTJLC,2022/04/13,193.11,Desktop-PCs
B0859KTJLC,2022/04/14,191.26,Desktop-PCs
B0859KTJLC,2022/04/16,215.62,Desktop-PCs
B0859KTJLC,2022/04/18,192.25,Desktop-PCs
B0859KTJLC,2022/04/19,198.99,Desktop-PCs
B0859KTJLC,2022/04/20,198.98,Desktop-PCs
B0859KTJLC,2022/04/21,199,Desktop-PCs
B0859KTJLC,2022/04/22,193.5,Desktop-PCs
B0859KTJLC,2022/04/23,197.91,Desktop-PCs
B0859KTJLC,2022/04/29,186.42,Desktop-PCs
B0859KTJLC,2022/06/19,184,Desktop-PCs
B0859KTJLC,2022/06/24,183.99,Desktop-PCs
B0859KTJLC,2022/06/27,181.07,Desktop-PCs
B0859KTJLC,2022/06/28,177.9,Desktop-PCs
B0859KTJLC,2022/06/29,178.14,Desktop-PCs
B0859KTJLC,2022/06/30,177.37,Desktop-PCs
B0859KTJLC,2022/07/01,178.17,Desktop-PCs
B0859KTJLC,2022/07/02,178.26,Desktop-PCs
B0859KTJLC,2022/07/03,178.01,Desktop-PCs
B0859KTJLC,2022/07/04,171.2,Desktop-PCs
B0859KTJLC,2022/07/05,171.01,Desktop-PCs
B0859KTJLC,2022/07/06,171.29,Desktop-PCs
B0859KTJLC,2022/07/07,170.47,Desktop-PCs
B0859KTJLC,2022/07/08,171.58,Desktop-PCs
B0859KTJLC,2022/07/09,171.17,Desktop-PCs
B0859KTJLC,2022/07/10,170.78,Desktop-PCs
B0859KTJLC,2022/07/11,169.83,Desktop-PCs
B0859KTJLC,2022/07/12,161.01,Desktop-PCs
B0859KTJLC,2022/07/13,161.2,Desktop-PCs
B0859KTJLC,2022/07/14,160.32,Desktop-PCs
B0859KTJLC,2022/07/15,158.01,Desktop-PCs
B0859KTJLC,2022/07/16,157.65,Desktop-PCs
B0859KTJLC,2022/07/17,157.93,Desktop-PCs
B0859KTJLC,2022/07/18,157.78,Desktop-PCs
